pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-17 23:02:02 23:01 05-17-25 0C105000 40.712 0.000 41957 41354 29.5 53.1 0.0 0.538 0.541 492.8
2025-05-17 23:03:01 23:02 05-17-25 0C105000 37.751 0.000 41957 41354 29.5 53.1 0.0 0.542 0.546 492.8
2025-05-17 23:04:01 23:03 05-17-25 0C105000 38.302 0.000 41959 41355 29.5 53.1 0.0 0.539 0.541 492.8
2025-05-17 23:05:01 23:04 05-17-25 0C105000 40.402 0.000 41961 41357 29.4 53.1 0.0 0.536 0.539 492.8
2025-05-17 23:06:01 23:05 05-17-25 0C105000 40.543 0.000 41963 41358 29.4 53.1 0.0 0.544 0.546 493.1
2025-05-17 23:07:00 23:06 05-17-25 0C105000 40.531 0.000 41967 41362 29.4 53.1 0.0 0.542 0.547 492.8
2025-05-17 23:08:01 23:07 05-17-25 0C105000 40.167 0.000 41966 41361 29.4 53.1 0.0 0.536 0.539 492.8
2025-05-17 23:09:01 23:08 05-17-25 0C105000 39.695 0.000 41964 41358 29.4 53.1 0.0 0.539 0.543 492.8
2025-05-17 23:10:01 23:09 05-17-25 0C105000 39.568 0.000 41963 41359 29.4 53.1 0.0 0.543 0.546 492.8
2025-05-17 23:11:01 23:10 05-17-25 0C105000 36.175 0.000 41963 41357 29.4 53.1 0.0 0.538 0.541 492.8
2025-05-17 23:12:00 23:11 05-17-25 0C105000 39.370 0.000 41967 41360 29.4 53.1 0.0 0.540 0.543 492.8
2025-05-17 23:13:01 23:12 05-17-25 0C105000 40.388 0.000 41963 41356 29.4 53.1 0.0 0.539 0.541 492.8
2025-05-17 23:14:00 23:13 05-17-25 0C105000 39.368 0.000 41961 41355 29.4 53.1 0.0 0.540 0.542 492.8
2025-05-17 23:15:01 23:14 05-17-25 0C105000 38.218 0.000 41964 41358 29.4 53.1 0.0 0.541 0.543 492.8
2025-05-17 23:16:01 23:15 05-17-25 0C105000 38.014 0.000 41963 41358 29.3 53.1 0.0 0.539 0.541 492.8
2025-05-17 23:17:00 23:16 05-17-25 0C105000 35.340 0.000 41966 41361 29.3 53.1 0.0 0.543 0.546 492.8
2025-05-17 23:18:01 23:17 05-17-25 0C105000 35.540 0.000 41966 41360 29.3 53.1 0.0 0.541 0.543 492.8
2025-05-17 23:19:00 23:18 05-17-25 0C105000 38.014 0.000 41969 41363 29.3 53.1 0.0 0.543 0.546 492.5
2025-05-17 23:20:01 23:19 05-17-25 0C105000 38.711 0.000 41969 41362 29.3 53.1 0.0 0.542 0.546 492.8
2025-05-17 23:21:00 23:20 05-17-25 0C105000 38.889 0.000 41969 41363 29.3 53.1 0.0 0.543 0.547 492.8
2025-05-17 23:22:01 23:21 05-17-25 0C105000 36.329 0.000 41970 41365 29.3 53.1 0.0 0.538 0.542 492.8
2025-05-17 23:23:01 23:22 05-17-25 0C105000 34.646 0.000 41970 41363 29.3 53.1 0.0 0.542 0.545 492.8
2025-05-17 23:24:01 23:23 05-17-25 0C105000 36.361 0.000 41973 41366 29.3 53.1 0.0 0.543 0.546 492.8
2025-05-17 23:25:01 23:24 05-17-25 0C105000 37.391 0.000 41975 41371 29.3 53.1 0.0 0.537 0.539 492.8
2025-05-17 23:26:00 23:25 05-17-25 0C105000 35.263 0.000 41978 41374 29.3 53.1 0.0 0.542 0.546 492.5
2025-05-17 23:27:01 23:26 05-17-25 0C105000 37.790 0.000 41977 41369 29.3 53.1 0.0 0.544 0.546 492.5
2025-05-17 23:28:01 23:27 05-17-25 0C105000 44.101 0.000 41974 41366 29.3 53.1 0.0 0.536 0.540 492.8
2025-05-17 23:29:01 23:28 05-17-25 0C105000 44.352 0.000 41979 41372 29.3 53.1 0.0 0.539 0.542 492.5
2025-05-17 23:30:01 23:29 05-17-25 0C105000 39.378 0.000 41976 41371 29.3 53.1 0.0 0.545 0.546 492.8
2025-05-17 23:31:00 23:30 05-17-25 0C105000 37.894 0.000 41975 41370 29.3 53.1 0.0 0.538 0.538 492.8
2025-05-17 23:32:01 23:31 05-17-25 0C105000 42.866 0.000 41975 41367 29.3 53.1 0.0 0.539 0.541 492.8
2025-05-17 23:33:00 23:32 05-17-25 0C105000 43.497 0.000 41975 41367 29.3 53.1 0.0 0.537 0.539 492.8
2025-05-17 23:34:01 23:33 05-17-25 0C105000 40.164 0.000 41975 41369 29.3 53.1 0.0 0.537 0.540 492.8
2025-05-17 23:35:01 23:34 05-17-25 0C105000 38.269 0.000 41975 41368 29.3 53.1 0.0 0.541 0.543 492.8
2025-05-17 23:36:00 23:35 05-17-25 0C105000 38.441 0.000 41975 41368 29.2 53.1 0.0 0.537 0.541 492.8
2025-05-17 23:37:01 23:36 05-17-25 0C105000 41.556 0.000 41977 41369 29.2 53.1 0.0 0.539 0.542 492.5
2025-05-17 23:38:00 23:37 05-17-25 0C105000 43.464 0.000 41977 41369 29.2 53.1 0.0 0.540 0.543 492.8
2025-05-17 23:39:01 23:38 05-17-25 0C105000 41.623 0.000 41977 41369 29.2 53.1 0.0 0.543 0.546 492.5
2025-05-17 23:40:01 23:39 05-17-25 0C105000 40.076 0.000 41975 41368 29.2 53.1 0.0 0.542 0.543 492.5
2025-05-17 23:41:01 23:40 05-17-25 0C105000 38.164 0.000 41971 41364 29.2 53.1 0.0 0.540 0.543 492.5
2025-05-17 23:42:01 23:41 05-17-25 0C105000 39.489 0.000 41976 41368 29.2 53.1 0.0 0.540 0.543 492.8
2025-05-17 23:43:00 23:42 05-17-25 0C105000 39.476 0.000 41975 41370 29.2 53.1 0.0 0.536 0.540 492.8
2025-05-17 23:44:01 23:43 05-17-25 0C105000 35.100 0.000 41976 41372 29.2 53.1 0.0 0.537 0.540 492.8
2025-05-17 23:45:01 23:44 05-17-25 0C105000 32.834 0.000 41980 41373 29.2 53.1 0.0 0.543 0.545 492.5
2025-05-17 23:46:01 23:45 05-17-25 0C105000 38.034 0.000 41978 41370 29.2 53.1 0.0 0.537 0.542 492.8
2025-05-17 23:47:01 23:46 05-17-25 0C105000 41.289 0.000 41978 41371 29.2 53.1 0.0 0.539 0.542 492.8
2025-05-17 23:48:00 23:47 05-17-25 0C105000 40.902 0.000 41982 41375 29.2 53.1 0.0 0.541 0.545 492.5
2025-05-17 23:49:01 23:48 05-17-25 0C105000 40.632 0.000 41979 41372 29.2 53.1 0.0 0.537 0.540 492.8
2025-05-17 23:50:01 23:49 05-17-25 0C105000 39.364 0.000 41979 41370 29.2 53.1 0.0 0.539 0.544 492.8
2025-05-17 23:51:01 23:50 05-17-25 0C105000 40.753 0.000 41977 41370 29.2 53.1 0.0 0.539 0.542 492.5
2025-05-17 23:52:01 23:51 05-17-25 0C105000 41.998 0.000 41980 41373 29.2 53.1 0.0 0.537 0.541 492.8
2025-05-17 23:53:00 23:52 05-17-25 0C105000 42.201 0.000 41979 41370 29.2 53.1 0.0 0.544 0.546 492.8
2025-05-17 23:54:01 23:53 05-17-25 0C105000 40.452 0.000 41976 41369 29.2 53.1 0.0 0.544 0.546 492.8
2025-05-17 23:55:00 23:54 05-17-25 0C105000 39.399 0.000 41978 41370 29.2 53.1 0.0 0.539 0.543 492.8
2025-05-17 23:56:01 23:55 05-17-25 0C105000 39.712 0.000 41980 41371 29.1 53.1 0.0 0.536 0.539 492.8
2025-05-17 23:57:01 23:56 05-17-25 0C105000 41.034 0.000 41977 41370 29.1 53.1 0.0 0.540 0.544 492.8
2025-05-17 23:58:00 23:57 05-17-25 0C105000 38.370 0.000 41979 41370 29.1 53.1 0.0 0.537 0.540 492.8
2025-05-17 23:59:01 23:58 05-17-25 0C105000 39.106 0.000 41979 41370 29.1 53.1 0.0 0.544 0.547 492.8
2025-05-18 00:00:00 23:59 05-17-25 0C105000 38.491 0.000 41979 41370 29.1 53.1 0.0 0.542 0.545 492.8
