pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-14 22:01:50 22:01 05-14-25 0C105000 42.620 0.000 41723 41099 35.0 53.2 0.0 0.536 0.539 493.7
2025-05-14 22:02:01 22:01 05-14-25 0C105000 42.620 0.000 41723 41099 35.0 53.2 0.0 0.536 0.539 493.7
2025-05-14 22:03:01 22:02 05-14-25 0C105000 42.912 0.000 41724 41099 35.0 53.2 0.0 0.536 0.538 493.7
2025-05-14 22:04:01 22:03 05-14-25 0C105000 42.629 0.000 41725 41100 34.9 53.2 0.0 0.541 0.543 493.4
2025-05-14 22:05:00 22:04 05-14-25 0C105000 42.722 0.000 41724 41099 34.9 53.2 0.0 0.534 0.536 493.7
2025-05-14 22:06:01 22:05 05-14-25 0C105000 42.344 0.000 41726 41100 34.9 53.2 0.0 0.536 0.538 493.4
2025-05-14 22:07:01 22:06 05-14-25 0C105000 41.803 0.000 41731 41106 34.8 53.2 0.0 0.535 0.536 493.4
2025-05-14 22:08:01 22:07 05-14-25 0C105000 41.550 0.000 41728 41103 34.8 53.2 0.0 0.534 0.536 493.4
2025-05-14 22:09:01 22:08 05-14-25 0C105000 39.573 0.000 41726 41099 34.8 53.3 0.0 0.539 0.541 493.4
2025-05-14 22:10:00 22:09 05-14-25 0C105000 39.025 0.000 41720 41092 34.9 53.3 0.0 0.537 0.537 493.4
2025-05-14 22:11:01 22:10 05-14-25 0C105000 38.500 0.000 41718 41090 34.9 53.3 0.0 0.537 0.536 493.4
2025-05-14 22:12:00 22:11 05-14-25 0C105000 38.829 0.000 41715 41087 34.9 53.2 0.0 0.534 0.536 493.7
2025-05-14 22:13:01 22:12 05-14-25 0C105000 38.426 0.000 41716 41088 35.0 53.3 0.0 0.537 0.538 493.4
2025-05-14 22:14:00 22:13 05-14-25 0C105000 40.097 0.000 41720 41092 35.0 53.2 0.0 0.538 0.539 493.4
2025-05-14 22:15:01 22:14 05-14-25 0C105000 41.298 0.000 41723 41097 35.0 53.2 0.0 0.540 0.542 493.4
2025-05-14 22:16:01 22:15 05-14-25 0C105000 42.327 0.000 41727 41101 35.0 53.2 0.0 0.534 0.535 493.4
2025-05-14 22:17:01 22:16 05-14-25 0C105000 42.651 0.000 41729 41102 35.0 53.2 0.0 0.542 0.543 493.4
2025-05-14 22:18:01 22:17 05-14-25 0C105000 42.911 0.000 41729 41103 35.0 53.3 0.0 0.541 0.541 493.4
2025-05-14 22:19:00 22:18 05-14-25 0C105000 42.158 0.000 41727 41101 35.0 53.2 0.0 0.539 0.540 493.4
2025-05-14 22:20:01 22:19 05-14-25 0C105000 42.503 0.000 41728 41102 35.0 53.3 0.0 0.538 0.538 493.4
2025-05-14 22:21:00 22:20 05-14-25 0C105000 42.811 0.000 41727 41103 35.0 53.2 0.0 0.539 0.540 493.4
2025-05-14 22:22:01 22:21 05-14-25 0C105000 42.251 0.000 41726 41101 34.9 53.2 0.0 0.540 0.542 493.4
2025-05-14 22:23:01 22:22 05-14-25 0C105000 41.914 0.000 41727 41102 34.9 53.2 0.0 0.539 0.540 493.4
2025-05-14 22:24:01 22:23 05-14-25 0C105000 42.843 0.000 41725 41100 34.9 53.2 0.0 0.536 0.539 493.4
2025-05-14 22:25:01 22:24 05-14-25 0C105000 42.396 0.000 41725 41099 34.9 53.3 0.0 0.534 0.536 493.4
2025-05-14 22:26:00 22:25 05-14-25 0C105000 42.290 0.000 41724 41099 34.8 53.2 0.0 0.538 0.541 493.4
2025-05-14 22:27:01 22:26 05-14-25 0C105000 43.163 0.000 41726 41101 34.8 53.2 0.0 0.541 0.542 493.4
2025-05-14 22:28:01 22:27 05-14-25 0C105000 42.764 0.000 41727 41101 34.7 53.2 0.0 0.536 0.538 493.4
2025-05-14 22:29:01 22:28 05-14-25 0C105000 42.513 0.000 41729 41104 34.7 53.2 0.0 0.536 0.536 493.4
2025-05-14 22:30:01 22:29 05-14-25 0C105000 42.048 0.000 41732 41106 34.7 53.2 0.0 0.540 0.542 493.4
2025-05-14 22:31:01 22:30 05-14-25 0C105000 40.741 0.000 41734 41106 34.7 53.3 0.0 0.538 0.539 493.4
2025-05-14 22:32:01 22:31 05-14-25 0C105000 40.458 0.000 41729 41101 34.7 53.3 0.0 0.534 0.536 493.4
2025-05-14 22:33:00 22:32 05-14-25 0C105000 40.000 0.000 41723 41095 34.8 53.3 0.0 0.536 0.540 493.4
2025-05-14 22:34:01 22:33 05-14-25 0C105000 40.078 0.000 41722 41094 34.8 53.3 0.0 0.538 0.539 493.4
2025-05-14 22:35:01 22:34 05-14-25 0C105000 40.394 0.000 41721 41094 34.9 53.3 0.0 0.540 0.541 493.4
2025-05-14 22:36:01 22:35 05-14-25 0C105000 41.853 0.000 41723 41096 34.9 53.2 0.0 0.535 0.536 493.4
2025-05-14 22:37:01 22:36 05-14-25 0C105000 42.556 0.000 41727 41101 34.9 53.2 0.0 0.535 0.536 493.4
2025-05-14 22:38:00 22:37 05-14-25 0C105000 43.512 0.000 41730 41104 34.9 53.2 0.0 0.540 0.543 493.7
2025-05-14 22:39:01 22:38 05-14-25 0C105000 43.580 0.000 41732 41106 34.9 53.2 0.0 0.538 0.539 493.4
2025-05-14 22:40:01 22:39 05-14-25 0C105000 43.607 0.000 41730 41104 34.9 53.3 0.0 0.534 0.535 493.4
2025-05-14 22:41:01 22:40 05-14-25 0C105000 43.109 0.000 41732 41106 34.9 53.2 0.0 0.535 0.537 493.4
2025-05-14 22:42:01 22:41 05-14-25 0C105000 43.670 0.000 41734 41109 34.9 53.3 0.0 0.534 0.537 493.4
2025-05-14 22:43:01 22:42 05-14-25 0C105000 43.680 0.000 41735 41109 34.9 53.2 0.0 0.534 0.536 493.4
2025-05-14 22:44:01 22:43 05-14-25 0C105000 43.033 0.000 41733 41108 34.9 53.2 0.0 0.535 0.536 493.7
2025-05-14 22:45:00 22:44 05-14-25 0C105000 43.298 0.000 41732 41107 34.8 53.2 0.0 0.539 0.541 493.4
2025-05-14 22:46:01 22:45 05-14-25 0C105000 43.516 0.000 41735 41109 34.8 53.3 0.0 0.539 0.540 493.4
2025-05-14 22:47:01 22:46 05-14-25 0C105000 42.920 0.000 41733 41108 34.8 53.2 0.0 0.539 0.540 493.4
2025-05-14 22:48:01 22:47 05-14-25 0C105000 42.291 0.000 41734 41109 34.7 53.2 0.0 0.541 0.544 493.4
2025-05-14 22:49:01 22:48 05-14-25 0C105000 42.614 0.000 41736 41111 34.7 53.2 0.0 0.535 0.536 493.4
2025-05-14 22:50:00 22:49 05-14-25 0C105000 42.574 0.000 41737 41112 34.7 53.2 0.0 0.534 0.536 493.4
2025-05-14 22:51:01 22:50 05-14-25 0C105000 42.784 0.000 41737 41112 34.7 53.2 0.0 0.541 0.543 493.4
2025-05-14 22:52:00 22:51 05-14-25 0C105000 43.259 0.000 41737 41112 34.6 53.2 0.0 0.539 0.541 493.4
2025-05-14 22:53:01 22:52 05-14-25 0C105000 43.583 0.000 41740 41115 34.6 53.2 0.0 0.536 0.537 493.4
2025-05-14 22:54:01 22:53 05-14-25 0C105000 42.274 0.000 41737 41113 34.5 53.2 0.0 0.539 0.540 493.4
2025-05-14 22:55:01 22:54 05-14-25 0C105000 42.059 0.000 41738 41112 34.5 53.2 0.0 0.540 0.541 493.4
2025-05-14 22:56:01 22:55 05-14-25 0C105000 40.650 0.000 41736 41108 34.5 53.2 0.0 0.541 0.542 493.4
2025-05-14 22:57:00 22:56 05-14-25 0C105000 39.902 0.000 41733 41106 34.6 53.3 0.0 0.535 0.536 493.1
2025-05-14 22:58:01 22:57 05-14-25 0C105000 39.118 0.000 41734 41104 34.7 53.3 0.0 0.540 0.542 493.4
