pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-18 02:01:32 02:01 05-18-25 0C105000 36.576 0.000 42018 41407 28.6 53.1 0.0 0.542 0.543 492.8
2025-05-18 02:02:01 02:02 05-18-25 0C105000 38.818 0.000 42019 41407 28.6 53.1 0.0 0.543 0.546 492.8
2025-05-18 02:03:00 02:02 05-18-25 0C105000 38.818 0.000 42019 41407 28.6 53.1 0.0 0.543 0.546 492.8
2025-05-18 02:04:01 02:04 05-18-25 0C105000 38.685 0.000 42015 41402 28.6 53.1 0.0 0.544 0.546 492.5
2025-05-18 02:05:01 02:05 05-18-25 0C105000 39.521 0.000 42017 41405 28.6 53.1 0.0 0.541 0.544 492.5
2025-05-18 02:06:01 02:05 05-18-25 0C105000 39.521 0.000 42017 41405 28.6 53.1 0.0 0.541 0.544 492.5
2025-05-18 02:07:01 02:07 05-18-25 0C105000 40.746 0.000 42015 41404 28.5 53.1 0.0 0.539 0.541 492.8
2025-05-18 02:08:00 02:07 05-18-25 0C105000 40.746 0.000 42015 41404 28.5 53.1 0.0 0.539 0.541 492.8
2025-05-18 02:09:01 02:09 05-18-25 0C105000 37.463 0.000 42016 41403 28.5 53.1 0.0 0.543 0.546 492.8
2025-05-18 02:10:01 02:10 05-18-25 0C105000 41.244 0.000 42015 41401 28.5 53.1 0.0 0.542 0.546 492.5
2025-05-18 02:11:01 02:10 05-18-25 0C105000 41.244 0.000 42015 41401 28.5 53.1 0.0 0.542 0.546 492.5
2025-05-18 02:12:01 02:12 05-18-25 0C105000 37.417 0.000 42013 41402 28.5 53.0 0.0 0.536 0.541 492.8
2025-05-18 02:13:01 02:12 05-18-25 0C105000 37.417 0.000 42013 41402 28.5 53.0 0.0 0.536 0.541 492.8
2025-05-18 02:14:01 02:14 05-18-25 0C105000 32.788 0.000 42017 41404 28.5 53.0 0.0 0.543 0.545 492.5
2025-05-18 02:15:00 02:14 05-18-25 0C105000 32.788 0.000 42017 41404 28.5 53.0 0.0 0.543 0.545 492.5
2025-05-18 02:16:01 02:15 05-18-25 0C105000 36.022 0.000 42017 41404 28.5 53.0 0.0 0.537 0.540 492.5
2025-05-18 02:17:01 02:17 05-18-25 0C105000 43.894 0.000 42016 41404 28.5 53.1 0.0 0.539 0.542 492.5
2025-05-18 02:18:00 02:17 05-18-25 0C105000 43.894 0.000 42016 41404 28.5 53.1 0.0 0.539 0.542 492.5
2025-05-18 02:19:01 02:19 05-18-25 0C105000 35.662 0.000 42019 41405 28.5 53.1 0.0 0.539 0.543 492.8
