pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-17 19:01:29 19:01 05-17-25 0C105000 36.620 0.000 41926 41332 30.1 53.1 0.0 0.542 0.545 494.0
2025-05-17 19:02:00 19:01 05-17-25 0C105000 36.620 0.000 41926 41332 30.1 53.1 0.0 0.542 0.545 494.0
2025-05-17 19:03:01 19:02 05-17-25 0C105000 35.309 0.000 41923 41330 30.1 53.1 0.0 0.543 0.546 494.0
2025-05-17 19:04:01 19:03 05-17-25 0C105000 33.945 0.000 41923 41329 30.1 53.1 0.0 0.540 0.544 494.0
2025-05-17 19:05:01 19:04 05-17-25 0C105000 34.851 0.000 41921 41328 30.1 53.1 0.0 0.543 0.544 494.0
2025-05-17 19:06:01 19:05 05-17-25 0C105000 34.755 0.000 41918 41326 30.2 53.1 0.0 0.538 0.540 494.0
2025-05-17 19:07:00 19:06 05-17-25 0C105000 33.860 0.000 41920 41328 30.2 53.1 0.0 0.540 0.543 494.0
2025-05-17 19:08:01 19:07 05-17-25 0C105000 33.350 0.000 41922 41330 30.1 53.1 0.0 0.539 0.542 494.0
2025-05-17 19:09:01 19:08 05-17-25 0C105000 32.712 0.000 41924 41330 30.1 53.2 0.0 0.542 0.544 494.0
2025-05-17 19:10:00 19:09 05-17-25 0C105000 33.974 0.000 41923 41331 30.1 53.1 0.0 0.543 0.545 494.0
2025-05-17 19:11:01 19:10 05-17-25 0C105000 30.143 0.000 41922 41330 30.1 53.1 0.0 0.542 0.546 493.7
2025-05-17 19:12:01 19:11 05-17-25 0C105000 30.016 0.000 41925 41332 30.1 53.1 0.0 0.536 0.540 494.0
2025-05-17 19:13:01 19:12 05-17-25 0C105000 32.150 0.000 41925 41332 30.1 53.1 0.0 0.542 0.545 494.0
2025-05-17 19:14:00 19:13 05-17-25 0C105000 33.111 0.000 41926 41332 30.1 53.1 0.0 0.543 0.545 494.0
2025-05-17 19:15:01 19:14 05-17-25 0C105000 35.228 0.000 41925 41333 30.1 53.1 0.0 0.542 0.545 494.0
2025-05-17 19:16:01 19:15 05-17-25 0C105000 32.614 0.000 41925 41333 30.1 53.1 0.0 0.536 0.540 494.0
2025-05-17 19:17:01 19:16 05-17-25 0C105000 30.430 0.000 41923 41331 30.1 53.1 0.0 0.541 0.544 494.0
2025-05-17 19:18:01 19:17 05-17-25 0C105000 30.567 0.000 41926 41331 30.1 53.1 0.0 0.540 0.544 493.7
2025-05-17 19:19:00 19:18 05-17-25 0C105000 35.882 0.000 41923 41330 30.1 53.1 0.0 0.540 0.541 493.7
2025-05-17 19:20:01 19:19 05-17-25 0C105000 35.300 0.000 41928 41334 30.1 53.1 0.0 0.538 0.541 494.0
