pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-14 14:01:43 14:01 05-14-25 0C105000 29.443 0.000 41377 40794 37.7 53.4 0.0 0.538 0.538 493.7
2025-05-14 14:02:01 14:02 05-14-25 0C105000 28.930 0.000 41382 40798 37.7 53.2 0.0 0.533 0.535 493.4
2025-05-14 14:03:00 14:02 05-14-25 0C105000 28.930 0.000 41382 40798 37.7 53.2 0.0 0.533 0.535 493.4
2025-05-14 14:04:01 14:04 05-14-25 0C105000 27.721 0.000 41391 40807 37.7 53.2 0.0 0.535 0.536 493.4
2025-05-14 14:05:01 14:05 05-14-25 0C105000 28.537 0.000 41398 40814 37.7 53.4 0.0 0.539 0.539 493.4
2025-05-14 14:06:01 14:05 05-14-25 0C105000 28.537 0.000 41398 40814 37.7 53.4 0.0 0.539 0.539 493.4
2025-05-14 14:07:01 14:07 05-14-25 0C105000 26.473 0.000 41400 40815 37.6 53.3 0.0 0.537 0.537 493.4
2025-05-14 14:08:00 14:07 05-14-25 0C105000 26.473 0.000 41400 40815 37.6 53.3 0.0 0.537 0.537 493.4
2025-05-14 14:09:01 14:09 05-14-25 0C105000 28.827 0.000 41406 40821 37.5 53.3 0.0 0.538 0.540 493.4
2025-05-14 14:10:01 14:10 05-14-25 0C105000 29.080 0.000 41410 40827 37.5 53.3 0.0 0.539 0.540 493.4
2025-05-14 14:11:01 14:11 05-14-25 0C105000 28.875 0.000 41418 40834 37.5 53.3 0.0 0.536 0.537 493.4
2025-05-14 14:12:01 14:12 05-14-25 0C105000 29.182 0.000 41419 40836 37.4 53.3 0.0 0.535 0.537 493.4
2025-05-14 14:13:01 14:12 05-14-25 0C105000 29.182 0.000 41419 40836 37.4 53.3 0.0 0.535 0.537 493.4
2025-05-14 14:14:01 14:14 05-14-25 0C105000 29.208 0.000 41435 40850 37.4 53.2 0.0 0.533 0.534 493.4
2025-05-14 14:15:00 14:14 05-14-25 0C105000 29.208 0.000 41435 40850 37.4 53.2 0.0 0.533 0.534 493.4
2025-05-14 14:16:01 14:16 05-14-25 0C105000 29.917 0.000 41413 40827 37.4 53.3 0.0 0.538 0.539 493.4
2025-05-14 14:17:01 14:17 05-14-25 0C105000 29.456 0.000 41397 40810 37.5 53.3 0.0 0.533 0.533 493.4
2025-05-14 14:18:01 14:17 05-14-25 0C105000 29.456 0.000 41397 40810 37.5 53.3 0.0 0.533 0.533 493.4
2025-05-14 14:19:01 14:19 05-14-25 0C105000 29.501 0.000 41360 40774 37.5 53.4 0.0 0.539 0.539 493.4
2025-05-14 14:20:00 14:19 05-14-25 0C105000 29.501 0.000 41360 40774 37.5 53.4 0.0 0.539 0.539 493.4
2025-05-14 14:21:01 14:21 05-14-25 0C105000 30.558 0.000 41349 40764 37.6 53.3 0.0 0.534 0.535 493.4
2025-05-14 14:22:00 14:21 05-14-25 0C105000 30.558 0.000 41349 40764 37.6 53.3 0.0 0.534 0.535 493.4
2025-05-14 14:23:01 14:22 05-14-25 0C105000 30.998 0.000 41353 40769 37.6 53.3 0.0 0.534 0.533 493.4
2025-05-14 14:24:01 14:24 05-14-25 0C105000 30.665 0.000 41363 40781 37.6 53.3 0.0 0.535 0.536 493.4
2025-05-14 14:25:00 14:24 05-14-25 0C105000 30.665 0.000 41363 40781 37.6 53.3 0.0 0.535 0.536 493.4
2025-05-14 14:26:01 14:26 05-14-25 0C105000 32.382 0.000 41381 40799 37.6 53.4 0.0 0.537 0.537 493.4
2025-05-14 14:27:00 14:26 05-14-25 0C105000 32.382 0.000 41381 40799 37.6 53.4 0.0 0.537 0.537 493.4
2025-05-14 14:28:01 14:27 05-14-25 0C105000 32.394 0.000 41392 40809 37.5 53.3 0.0 0.532 0.533 493.4
