pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-18 21:01:28 21:01 05-18-25 0C105000 29.871 0.000 41883 41294 29.6 53.1 0.0 0.540 0.543 493.7
2025-05-18 21:02:00 21:01 05-18-25 0C105000 29.871 0.000 41883 41294 29.6 53.1 0.0 0.540 0.543 493.7
2025-05-18 21:03:01 21:02 05-18-25 0C105000 29.981 0.000 41878 41290 29.6 53.2 0.0 0.538 0.541 493.7
2025-05-18 21:04:01 21:03 05-18-25 0C105000 30.226 0.000 41884 41297 29.6 53.1 0.0 0.542 0.546 493.7
2025-05-18 21:05:01 21:04 05-18-25 0C105000 29.885 0.000 41880 41293 29.6 53.1 0.0 0.537 0.540 493.7
2025-05-18 21:06:01 21:05 05-18-25 0C105000 29.539 0.000 41879 41292 29.6 53.1 0.0 0.536 0.540 493.7
2025-05-18 21:07:00 21:06 05-18-25 0C105000 29.427 0.000 41878 41291 29.6 53.1 0.0 0.538 0.539 493.7
2025-05-18 21:08:01 21:07 05-18-25 0C105000 29.776 0.000 41880 41293 29.7 53.1 0.0 0.539 0.543 493.7
2025-05-18 21:09:01 21:08 05-18-25 0C105000 29.478 0.000 41878 41292 29.7 53.1 0.0 0.537 0.541 493.4
2025-05-18 21:10:01 21:09 05-18-25 0C105000 30.268 0.000 41879 41292 29.7 53.1 0.0 0.539 0.543 493.7
2025-05-18 21:11:01 21:10 05-18-25 0C105000 30.758 0.000 41880 41294 29.7 53.1 0.0 0.540 0.544 493.7
2025-05-18 21:12:00 21:11 05-18-25 0C105000 30.503 0.000 41878 41290 29.7 53.1 0.0 0.541 0.546 493.7
2025-05-18 21:13:01 21:12 05-18-25 0C105000 32.021 0.000 41876 41289 29.7 53.1 0.0 0.542 0.546 493.4
2025-05-18 21:14:00 21:13 05-18-25 0C105000 30.143 0.000 41875 41289 29.7 53.1 0.0 0.542 0.544 493.7
2025-05-18 21:15:01 21:14 05-18-25 0C105000 29.452 0.000 41877 41292 29.7 53.1 0.0 0.541 0.545 493.7
2025-05-18 21:16:01 21:15 05-18-25 0C105000 28.460 0.000 41873 41288 29.7 53.1 0.0 0.540 0.543 493.4
2025-05-18 21:17:00 21:16 05-18-25 0C105000 30.136 0.000 41871 41284 29.7 53.1 0.0 0.536 0.539 493.7
