pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-18 06:01:40 06:01 05-18-25 0C105000 39.044 0.000 42076 41464 27.2 53.1 0.0 0.539 0.543 493.7
2025-05-18 06:02:01 06:02 05-18-25 0C105000 39.889 0.000 42073 41463 27.2 53.0 0.0 0.538 0.541 493.7
2025-05-18 06:03:01 06:03 05-18-25 0C105000 37.262 0.000 42076 41468 27.3 53.0 0.0 0.540 0.542 493.7
2025-05-18 06:04:00 06:04 05-18-25 0C105000 33.707 0.000 42076 41465 27.2 53.0 0.0 0.541 0.543 493.7
2025-05-18 06:05:01 06:05 05-18-25 0C105000 39.554 0.000 42079 41469 27.2 53.1 0.0 0.546 0.547 493.7
2025-05-18 06:06:01 06:06 05-18-25 0C105000 39.623 0.000 42077 41473 27.2 53.0 0.0 0.546 0.548 493.7
2025-05-18 06:07:01 06:07 05-18-25 0C105000 33.927 0.000 42082 41474 27.2 53.0 0.0 0.540 0.542 493.7
2025-05-18 06:08:01 06:08 05-18-25 0C105000 39.931 0.000 42081 41475 27.2 53.1 0.0 0.542 0.545 493.7
2025-05-18 06:09:00 06:09 05-18-25 0C105000 36.425 0.000 42083 41476 27.2 53.1 0.0 0.542 0.546 493.7
2025-05-18 06:10:01 06:10 05-18-25 0C105000 35.497 0.000 42082 41476 27.1 53.0 0.0 0.538 0.543 493.7
2025-05-18 06:11:00 06:11 05-18-25 0C105000 37.797 0.000 42080 41471 27.1 53.0 0.0 0.541 0.544 493.7
2025-05-18 06:12:01 06:12 05-18-25 0C105000 36.336 0.000 42080 41473 27.1 53.1 0.0 0.544 0.549 493.7
2025-05-18 06:13:01 06:13 05-18-25 0C105000 35.632 0.000 42080 41469 27.1 53.1 0.0 0.545 0.548 493.7
2025-05-18 06:14:01 06:14 05-18-25 0C105000 37.284 0.000 42081 41473 27.1 53.1 0.0 0.543 0.546 494.0
2025-05-18 06:15:01 06:15 05-18-25 0C105000 33.905 0.000 42079 41470 27.1 53.0 0.0 0.546 0.548 493.7
2025-05-18 06:16:00 06:16 05-18-25 0C105000 32.460 0.000 42076 41468 27.1 53.0 0.0 0.544 0.547 493.7
2025-05-18 06:17:01 06:17 05-18-25 0C105000 31.964 0.000 42075 41466 27.1 53.1 0.0 0.544 0.547 493.7
2025-05-18 06:18:01 06:18 05-18-25 0C105000 36.364 0.000 42077 41468 27.2 53.0 0.0 0.542 0.546 493.7
2025-05-18 06:19:01 06:19 05-18-25 0C105000 32.755 0.000 42077 41468 27.2 53.0 0.0 0.540 0.542 493.7
2025-05-18 06:20:01 06:20 05-18-25 0C105000 34.576 0.000 42080 41471 27.2 53.1 0.0 0.542 0.546 493.7
2025-05-18 06:21:00 06:21 05-18-25 0C105000 36.292 0.000 42080 41470 27.2 53.0 0.0 0.541 0.544 493.7
2025-05-18 06:22:01 06:22 05-18-25 0C105000 38.205 0.000 42084 41478 27.2 53.1 0.0 0.544 0.547 493.7
2025-05-18 06:23:00 06:23 05-18-25 0C105000 34.714 0.000 42085 41476 27.1 53.0 0.0 0.545 0.548 493.7
2025-05-18 06:24:01 06:24 05-18-25 0C105000 37.743 0.000 42088 41480 27.1 53.0 0.0 0.541 0.544 493.7
2025-05-18 06:25:01 06:25 05-18-25 0C105000 36.490 0.000 42087 41480 27.1 53.0 0.0 0.540 0.543 493.7
2025-05-18 06:26:00 06:26 05-18-25 0C105000 36.157 0.000 42085 41480 27.1 53.1 0.0 0.545 0.548 493.7
2025-05-18 06:27:01 06:27 05-18-25 0C105000 36.484 0.000 42086 41479 27.1 53.1 0.0 0.540 0.543 493.7
2025-05-18 06:28:00 06:28 05-18-25 0C105000 34.784 0.000 42085 41479 27.1 53.0 0.0 0.540 0.544 493.7
2025-05-18 06:29:01 06:29 05-18-25 0C105000 34.306 0.000 42086 41478 27.0 53.1 0.0 0.546 0.549 493.7
2025-05-18 06:30:01 06:30 05-18-25 0C105000 38.979 0.000 42086 41477 27.0 53.0 0.0 0.543 0.547 493.7
2025-05-18 06:31:01 06:31 05-18-25 0C105000 37.111 0.000 42084 41477 27.1 53.1 0.0 0.542 0.544 494.0
2025-05-18 06:32:01 06:32 05-18-25 0C105000 35.318 0.000 42080 41471 27.1 53.1 0.0 0.541 0.544 494.0
2025-05-18 06:33:00 06:33 05-18-25 0C105000 35.444 0.000 42080 41473 27.1 53.1 0.0 0.539 0.542 494.0
2025-05-18 06:34:01 06:34 05-18-25 0C105000 34.003 0.000 42083 41475 27.1 53.1 0.0 0.540 0.543 494.0
2025-05-18 06:35:01 06:35 05-18-25 0C105000 34.997 0.000 42081 41474 27.1 53.1 0.0 0.539 0.543 494.0
2025-05-18 06:36:01 06:36 05-18-25 0C105000 35.814 0.000 42084 41478 27.1 53.0 0.0 0.541 0.545 493.7
2025-05-18 06:37:01 06:37 05-18-25 0C105000 36.029 0.000 42088 41480 27.1 53.0 0.0 0.540 0.543 494.0
2025-05-18 06:38:00 06:38 05-18-25 0C105000 39.965 0.000 42088 41483 27.1 53.1 0.0 0.538 0.543 494.0
2025-05-18 06:39:01 06:39 05-18-25 0C105000 36.081 0.000 42088 41482 27.0 53.0 0.0 0.539 0.542 493.7
2025-05-18 06:40:01 06:40 05-18-25 0C105000 35.441 0.000 42091 41484 27.0 53.0 0.0 0.540 0.544 493.7
2025-05-18 06:41:01 06:41 05-18-25 0C105000 37.382 0.000 42089 41483 27.0 53.0 0.0 0.546 0.549 493.7
2025-05-18 06:42:01 06:42 05-18-25 0C105000 37.758 0.000 42091 41484 27.0 53.1 0.0 0.540 0.544 494.0
2025-05-18 06:43:01 06:43 05-18-25 0C105000 35.618 0.000 42089 41480 26.9 53.0 0.0 0.543 0.546 493.7
2025-05-18 06:44:01 06:44 05-18-25 0C105000 38.571 0.000 42087 41480 26.9 53.1 0.0 0.541 0.544 493.7
2025-05-18 06:45:00 06:45 05-18-25 0C105000 35.311 0.000 42089 41481 26.9 53.1 0.0 0.542 0.546 494.0
2025-05-18 06:46:01 06:46 05-18-25 0C105000 37.499 0.000 42087 41480 27.0 53.0 0.0 0.543 0.546 493.7
2025-05-18 06:47:01 06:47 05-18-25 0C105000 38.222 0.000 42089 41480 27.0 53.1 0.0 0.544 0.547 494.0
2025-05-18 06:48:01 06:48 05-18-25 0C105000 39.167 0.000 42090 41482 27.0 53.1 0.0 0.545 0.548 494.0
2025-05-18 06:49:01 06:49 05-18-25 0C105000 36.716 0.000 42088 41479 27.0 53.1 0.0 0.543 0.546 494.0
2025-05-18 06:50:00 06:50 05-18-25 0C105000 35.988 0.000 42084 41476 27.0 53.0 0.0 0.543 0.547 494.0
2025-05-18 06:51:01 06:51 05-18-25 0C105000 35.231 0.000 42083 41475 27.0 53.1 0.0 0.543 0.545 494.0
