pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-19 23:01:32 23:01 05-19-25 0C105000 22.039 0.000 41807 41241 29.8 53.1 0.0 0.543 0.546 492.8
2025-05-19 23:02:01 23:01 05-19-25 0C105000 22.039 0.000 41807 41241 29.8 53.1 0.0 0.543 0.546 492.8
2025-05-19 23:03:01 23:02 05-19-25 0C105000 22.619 0.000 41805 41239 29.8 53.2 0.0 0.543 0.545 492.8
2025-05-19 23:04:00 23:03 05-19-25 0C105000 21.870 0.000 41803 41238 29.8 53.1 0.0 0.538 0.540 492.5
2025-05-19 23:05:01 23:04 05-19-25 0C105000 21.295 0.000 41803 41238 29.8 53.1 0.0 0.539 0.542 492.8
2025-05-19 23:06:00 23:05 05-19-25 0C105000 22.089 0.000 41804 41239 29.8 53.1 0.0 0.542 0.545 492.8
2025-05-19 23:07:01 23:06 05-19-25 0C105000 22.559 0.000 41804 41239 29.8 53.1 0.0 0.542 0.545 492.5
2025-05-19 23:08:01 23:07 05-19-25 0C105000 23.544 0.000 41805 41240 29.8 53.1 0.0 0.542 0.544 492.8
2025-05-19 23:09:00 23:08 05-19-25 0C105000 23.523 0.000 41809 41244 29.8 53.1 0.0 0.538 0.542 492.8
2025-05-19 23:10:01 23:09 05-19-25 0C105000 23.320 0.000 41809 41243 29.8 53.1 0.0 0.538 0.541 492.8
2025-05-19 23:11:00 23:10 05-19-25 0C105000 23.119 0.000 41804 41240 29.8 53.1 0.0 0.536 0.538 492.5
2025-05-19 23:12:01 23:11 05-19-25 0C105000 22.322 0.000 41800 41236 29.8 53.1 0.0 0.538 0.541 492.8
2025-05-19 23:13:00 23:12 05-19-25 0C105000 22.180 0.000 41802 41238 29.8 53.1 0.0 0.542 0.545 492.5
2025-05-19 23:14:01 23:13 05-19-25 0C105000 22.273 0.000 41802 41238 29.8 53.1 0.0 0.536 0.539 492.8
2025-05-19 23:15:01 23:14 05-19-25 0C105000 21.959 0.000 41806 41241 29.8 53.1 0.0 0.541 0.545 492.5
2025-05-19 23:16:00 23:15 05-19-25 0C105000 21.856 0.000 41806 41241 29.8 53.1 0.0 0.544 0.545 492.5
2025-05-19 23:17:01 23:16 05-19-25 0C105000 21.475 0.000 41808 41243 29.8 53.1 0.0 0.543 0.545 492.5
2025-05-19 23:18:00 23:17 05-19-25 0C105000 21.089 0.000 41801 41236 29.8 53.1 0.0 0.542 0.545 492.5
2025-05-19 23:19:01 23:18 05-19-25 0C105000 21.248 0.000 41802 41236 29.8 53.1 0.0 0.542 0.545 492.8
2025-05-19 23:20:01 23:19 05-19-25 0C105000 22.015 0.000 41804 41239 29.8 53.1 0.0 0.542 0.545 492.5
2025-05-19 23:21:01 23:20 05-19-25 0C105000 21.836 0.000 41804 41239 29.8 53.1 0.0 0.543 0.546 492.8
2025-05-19 23:22:01 23:21 05-19-25 0C105000 20.933 0.000 41804 41240 29.8 53.1 0.0 0.541 0.544 492.5
2025-05-19 23:23:00 23:22 05-19-25 0C105000 21.735 0.000 41801 41237 29.8 53.1 0.0 0.535 0.538 492.5
2025-05-19 23:24:01 23:23 05-19-25 0C105000 23.034 0.000 41803 41238 29.8 53.1 0.0 0.541 0.544 492.5
2025-05-19 23:25:00 23:24 05-19-25 0C105000 23.793 0.000 41802 41236 29.8 53.1 0.0 0.539 0.543 492.5
2025-05-19 23:26:01 23:25 05-19-25 0C105000 23.979 0.000 41801 41237 29.9 53.1 0.0 0.536 0.540 492.5
2025-05-19 23:27:01 23:26 05-19-25 0C105000 24.365 0.000 41801 41234 29.8 53.1 0.0 0.536 0.539 492.5
2025-05-19 23:28:00 23:27 05-19-25 0C105000 24.052 0.000 41803 41238 29.8 53.1 0.0 0.538 0.541 492.5
2025-05-19 23:29:01 23:28 05-19-25 0C105000 23.173 0.000 41805 41240 29.8 53.1 0.0 0.539 0.541 492.5
2025-05-19 23:30:01 23:29 05-19-25 0C105000 21.898 0.000 41803 41238 29.8 53.1 0.0 0.542 0.545 492.5
2025-05-19 23:31:01 23:30 05-19-25 0C105000 21.572 0.000 41804 41239 29.8 53.1 0.0 0.535 0.539 492.5
2025-05-19 23:32:01 23:31 05-19-25 0C105000 21.827 0.000 41801 41237 29.9 53.2 0.0 0.543 0.545 492.5
2025-05-19 23:33:01 23:32 05-19-25 0C105000 21.171 0.000 41801 41237 29.8 53.1 0.0 0.536 0.539 492.5
2025-05-19 23:34:01 23:33 05-19-25 0C105000 21.050 0.000 41798 41234 29.8 53.1 0.0 0.544 0.545 492.5
2025-05-19 23:35:00 23:34 05-19-25 0C105000 22.308 0.000 41804 41239 29.8 53.2 0.0 0.535 0.538 492.5
2025-05-19 23:36:01 23:35 05-19-25 0C105000 22.581 0.000 41803 41238 29.8 53.1 0.0 0.540 0.543 492.5
2025-05-19 23:37:01 23:36 05-19-25 0C105000 22.006 0.000 41804 41239 29.8 53.1 0.0 0.538 0.541 492.5
2025-05-19 23:38:01 23:37 05-19-25 0C105000 21.237 0.000 41805 41241 29.8 53.1 0.0 0.541 0.544 492.5
2025-05-19 23:39:01 23:38 05-19-25 0C105000 20.688 0.000 41801 41235 29.8 53.1 0.0 0.540 0.543 492.5
2025-05-19 23:40:00 23:39 05-19-25 0C105000 20.791 0.000 41801 41237 29.8 53.1 0.0 0.537 0.540 492.8
2025-05-19 23:41:01 23:40 05-19-25 0C105000 20.371 0.000 41804 41240 29.8 53.1 0.0 0.540 0.543 492.5
2025-05-19 23:42:00 23:41 05-19-25 0C105000 21.276 0.000 41803 41239 29.8 53.1 0.0 0.536 0.541 492.5
2025-05-19 23:43:01 23:42 05-19-25 0C105000 22.491 0.000 41803 41237 29.8 53.1 0.0 0.538 0.541 492.5
2025-05-19 23:44:01 23:43 05-19-25 0C105000 23.559 0.000 41804 41238 29.8 53.1 0.0 0.539 0.542 492.5
2025-05-19 23:45:00 23:44 05-19-25 0C105000 23.076 0.000 41803 41237 29.8 53.1 0.0 0.539 0.542 492.5
2025-05-19 23:46:01 23:45 05-19-25 0C105000 23.655 0.000 41806 41240 29.8 53.1 0.0 0.539 0.542 492.5
2025-05-19 23:47:00 23:46 05-19-25 0C105000 24.463 0.000 41806 41240 29.8 53.1 0.0 0.537 0.539 492.5
2025-05-19 23:48:01 23:47 05-19-25 0C105000 24.947 0.000 41804 41236 29.8 53.1 0.0 0.540 0.542 492.5
2025-05-19 23:49:01 23:48 05-19-25 0C105000 24.982 0.000 41801 41235 29.8 53.1 0.0 0.538 0.541 492.5
2025-05-19 23:50:00 23:49 05-19-25 0C105000 24.615 0.000 41803 41236 29.7 53.1 0.0 0.536 0.539 492.5
2025-05-19 23:51:01 23:50 05-19-25 0C105000 24.402 0.000 41806 41238 29.8 53.1 0.0 0.537 0.540 492.5
