pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-20 20:01:34 20:01 05-20-25 0C105000 25.156 0.000 41805 41225 29.0 53.1 0.0 0.540 0.542 494.0
2025-05-20 20:02:01 20:01 05-20-25 0C105000 25.156 0.000 41805 41225 29.0 53.1 0.0 0.540 0.542 494.0
2025-05-20 20:03:00 20:02 05-20-25 0C105000 24.931 0.000 41807 41226 29.0 53.1 0.0 0.538 0.541 494.0
2025-05-20 20:04:01 20:03 05-20-25 0C105000 25.048 0.000 41802 41222 29.0 53.1 0.0 0.537 0.539 493.7
2025-05-20 20:05:01 20:04 05-20-25 0C105000 24.836 0.000 41802 41223 29.0 53.1 0.0 0.540 0.543 494.0
2025-05-20 20:06:01 20:05 05-20-25 0C105000 24.680 0.000 41804 41224 29.1 53.1 0.0 0.541 0.543 494.0
2025-05-20 20:07:01 20:06 05-20-25 0C105000 24.230 0.000 41802 41224 29.1 53.1 0.0 0.542 0.545 494.0
2025-05-20 20:08:01 20:07 05-20-25 0C105000 22.168 0.000 41799 41219 29.1 53.1 0.0 0.542 0.545 493.7
2025-05-20 20:09:01 20:08 05-20-25 0C105000 22.526 0.000 41799 41219 29.1 53.1 0.0 0.542 0.545 494.0
2025-05-20 20:10:00 20:09 05-20-25 0C105000 22.925 0.000 41797 41219 29.2 53.1 0.0 0.539 0.542 493.7
2025-05-20 20:11:01 20:10 05-20-25 0C105000 22.223 0.000 41798 41218 29.2 53.1 0.0 0.542 0.546 494.0
2025-05-20 20:12:00 20:11 05-20-25 0C105000 22.745 0.000 41798 41221 29.2 53.1 0.0 0.539 0.542 493.7
2025-05-20 20:13:01 20:12 05-20-25 0C105000 20.806 0.000 41801 41221 29.2 53.1 0.0 0.539 0.541 493.7
2025-05-20 20:14:00 20:13 05-20-25 0C105000 22.596 0.000 41797 41219 29.2 53.1 0.0 0.542 0.545 494.0
2025-05-20 20:15:01 20:14 05-20-25 0C105000 22.602 0.000 41799 41221 29.2 53.1 0.0 0.538 0.542 493.7
2025-05-20 20:16:01 20:15 05-20-25 0C105000 22.702 0.000 41798 41221 29.3 53.1 0.0 0.544 0.545 493.7
2025-05-20 20:17:01 20:16 05-20-25 0C105000 21.590 0.000 41797 41221 29.3 53.1 0.0 0.543 0.547 493.7
2025-05-20 20:18:01 20:17 05-20-25 0C105000 20.723 0.000 41795 41219 29.3 53.1 0.0 0.538 0.541 493.7
2025-05-20 20:19:00 20:18 05-20-25 0C105000 20.577 0.000 41793 41218 29.3 53.1 0.0 0.536 0.541 493.7
2025-05-20 20:20:01 20:19 05-20-25 0C105000 20.948 0.000 41793 41216 29.3 53.1 0.0 0.537 0.541 493.7
2025-05-20 20:21:00 20:20 05-20-25 0C105000 22.167 0.000 41792 41216 29.3 53.1 0.0 0.540 0.542 493.7
2025-05-20 20:22:01 20:21 05-20-25 0C105000 22.919 0.000 41794 41217 29.4 53.1 0.0 0.538 0.542 493.7
2025-05-20 20:23:01 20:22 05-20-25 0C105000 24.078 0.000 41793 41216 29.4 53.1 0.0 0.541 0.544 493.7
2025-05-20 20:24:01 20:23 05-20-25 0C105000 23.832 0.000 41795 41221 29.4 53.1 0.0 0.544 0.547 493.7
2025-05-20 20:25:01 20:24 05-20-25 0C105000 20.732 0.000 41794 41219 29.4 53.1 0.0 0.541 0.545 493.7
2025-05-20 20:26:00 20:25 05-20-25 0C105000 22.593 0.000 41789 41213 29.5 53.2 0.0 0.541 0.544 493.7
2025-05-20 20:27:01 20:26 05-20-25 0C105000 25.427 0.000 41789 41212 29.5 53.1 0.0 0.542 0.545 493.7
2025-05-20 20:28:01 20:27 05-20-25 0C105000 26.554 0.000 41788 41212 29.5 53.1 0.0 0.541 0.543 493.7
2025-05-20 20:29:01 20:28 05-20-25 0C105000 27.380 0.000 41789 41212 29.5 53.1 0.0 0.543 0.546 494.0
2025-05-20 20:30:01 20:29 05-20-25 0C105000 29.088 0.000 41790 41215 29.5 53.1 0.0 0.538 0.541 493.7
2025-05-20 20:31:01 20:30 05-20-25 0C105000 27.002 0.000 41784 41210 29.5 53.1 0.0 0.538 0.541 493.7
2025-05-20 20:32:01 20:31 05-20-25 0C105000 28.177 0.000 41784 41208 29.5 53.1 0.0 0.539 0.544 493.7
