pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-17 13:01:28 13:01 05-17-25 0C105000 40.178 0.000 42029 41411 28.6 53.1 0.0 0.537 0.541 492.8
2025-05-17 13:02:01 13:01 05-17-25 0C105000 40.178 0.000 42029 41411 28.6 53.1 0.0 0.537 0.541 492.8
2025-05-17 13:03:01 13:03 05-17-25 0C105000 39.510 0.000 42027 41407 28.7 53.1 0.0 0.543 0.545 492.8
2025-05-17 13:04:00 13:03 05-17-25 0C105000 39.510 0.000 42027 41407 28.7 53.1 0.0 0.543 0.545 492.8
2025-05-17 13:05:01 13:04 05-17-25 0C105000 38.348 0.000 42025 41406 28.7 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:06:01 13:06 05-17-25 0C105000 40.474 0.000 42029 41411 28.7 53.1 0.0 0.538 0.542 492.8
2025-05-17 13:07:01 13:06 05-17-25 0C105000 40.474 0.000 42029 41411 28.7 53.1 0.0 0.538 0.542 492.8
2025-05-17 13:08:01 13:08 05-17-25 0C105000 38.449 0.000 42033 41416 28.7 53.1 0.0 0.540 0.542 492.8
2025-05-17 13:09:00 13:08 05-17-25 0C105000 38.449 0.000 42033 41416 28.7 53.1 0.0 0.540 0.542 492.8
2025-05-17 13:10:01 13:09 05-17-25 0C105000 37.859 0.000 42034 41417 28.6 53.1 0.0 0.541 0.545 492.8
2025-05-17 13:11:00 13:10 05-17-25 0C105000 38.346 0.000 42034 41417 28.6 53.1 0.0 0.543 0.547 492.8
2025-05-17 13:12:01 13:11 05-17-25 0C105000 40.012 0.000 42032 41414 28.6 53.1 0.0 0.542 0.547 492.8
2025-05-17 13:13:00 13:12 05-17-25 0C105000 38.320 0.000 42034 41416 28.6 53.1 0.0 0.544 0.547 492.8
2025-05-17 13:14:01 13:13 05-17-25 0C105000 37.856 0.000 42028 41410 28.6 53.1 0.0 0.542 0.545 492.8
2025-05-17 13:15:01 13:15 05-17-25 0C105000 37.357 0.000 42029 41411 28.5 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:16:00 13:15 05-17-25 0C105000 37.357 0.000 42029 41411 28.5 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:17:01 13:16 05-17-25 0C105000 37.199 0.000 42029 41411 28.6 53.1 0.0 0.544 0.548 492.8
2025-05-17 13:18:01 13:18 05-17-25 0C105000 37.516 0.000 42032 41414 28.6 53.1 0.0 0.542 0.544 492.8
2025-05-17 13:19:01 13:18 05-17-25 0C105000 37.516 0.000 42032 41414 28.6 53.1 0.0 0.542 0.544 492.8
2025-05-17 13:20:01 13:20 05-17-25 0C105000 38.088 0.000 42027 41408 28.6 53.1 0.0 0.541 0.544 492.8
2025-05-17 13:21:01 13:20 05-17-25 0C105000 38.088 0.000 42027 41408 28.6 53.1 0.0 0.541 0.544 492.8
2025-05-17 13:22:01 13:22 05-17-25 0C105000 38.804 0.000 42024 41406 28.7 53.1 0.0 0.543 0.546 492.8
2025-05-17 13:23:00 13:22 05-17-25 0C105000 38.804 0.000 42024 41406 28.7 53.1 0.0 0.543 0.546 492.8
2025-05-17 13:24:01 13:23 05-17-25 0C105000 37.547 0.000 42024 41406 28.7 53.1 0.0 0.543 0.546 492.8
2025-05-17 13:25:01 13:25 05-17-25 0C105000 38.869 0.000 42020 41403 28.8 53.1 0.0 0.540 0.542 492.8
2025-05-17 13:26:00 13:25 05-17-25 0C105000 38.869 0.000 42020 41403 28.8 53.1 0.0 0.540 0.542 492.8
2025-05-17 13:27:01 13:26 05-17-25 0C105000 37.249 0.000 42019 41403 28.8 53.1 0.0 0.537 0.541 492.8
2025-05-17 13:28:00 13:27 05-17-25 0C105000 37.032 0.000 42024 41407 28.8 53.1 0.0 0.543 0.546 492.8
2025-05-17 13:29:01 13:28 05-17-25 0C105000 38.029 0.000 42021 41406 28.8 53.1 0.0 0.544 0.546 492.8
2025-05-17 13:30:01 13:30 05-17-25 0C105000 39.368 0.000 42020 41406 28.8 53.1 0.0 0.540 0.545 493.1
2025-05-17 13:31:01 13:30 05-17-25 0C105000 39.368 0.000 42020 41406 28.8 53.1 0.0 0.540 0.545 493.1
2025-05-17 13:32:01 13:32 05-17-25 0C105000 41.384 0.000 42028 41411 28.7 53.1 0.0 0.540 0.543 492.8
2025-05-17 13:33:00 13:32 05-17-25 0C105000 41.384 0.000 42028 41411 28.7 53.1 0.0 0.540 0.543 492.8
2025-05-17 13:34:01 13:33 05-17-25 0C105000 39.807 0.000 42026 41408 28.7 53.1 0.0 0.539 0.542 492.8
2025-05-17 13:35:01 13:35 05-17-25 0C105000 36.473 0.000 42023 41407 28.7 53.1 0.0 0.545 0.547 492.5
2025-05-17 13:36:01 13:35 05-17-25 0C105000 36.473 0.000 42023 41407 28.7 53.1 0.0 0.545 0.547 492.5
2025-05-17 13:37:01 13:37 05-17-25 0C105000 37.430 0.000 42023 41406 28.6 53.1 0.0 0.541 0.542 492.8
2025-05-17 13:38:00 13:37 05-17-25 0C105000 37.430 0.000 42023 41406 28.6 53.1 0.0 0.541 0.542 492.8
2025-05-17 13:39:01 13:38 05-17-25 0C105000 37.465 0.000 42020 41402 28.6 53.1 0.0 0.539 0.544 492.8
2025-05-17 13:40:01 13:40 05-17-25 0C105000 37.726 0.000 42021 41404 28.7 53.1 0.0 0.539 0.542 492.8
2025-05-17 13:41:01 13:40 05-17-25 0C105000 37.726 0.000 42021 41404 28.7 53.1 0.0 0.539 0.542 492.8
2025-05-17 13:42:01 13:42 05-17-25 0C105000 36.707 0.000 42023 41405 28.7 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:43:01 13:42 05-17-25 0C105000 36.707 0.000 42023 41405 28.7 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:44:01 13:43 05-17-25 0C105000 39.204 0.000 42020 41402 28.7 53.1 0.0 0.539 0.542 492.8
2025-05-17 13:45:00 13:44 05-17-25 0C105000 42.164 0.000 42022 41406 28.7 53.1 0.0 0.543 0.545 492.8
2025-05-17 13:46:01 13:45 05-17-25 0C105000 40.622 0.000 42023 41406 28.7 53.1 0.0 0.542 0.545 492.8
2025-05-17 13:47:01 13:47 05-17-25 0C105000 44.192 0.000 42022 41406 28.7 53.0 0.0 0.538 0.541 492.8
2025-05-17 13:48:01 13:47 05-17-25 0C105000 44.192 0.000 42022 41406 28.7 53.0 0.0 0.538 0.541 492.8
2025-05-17 13:49:01 13:48 05-17-25 0C105000 44.381 0.000 42024 41407 28.7 53.1 0.0 0.541 0.544 492.8
2025-05-17 13:50:00 13:49 05-17-25 0C105000 43.323 0.000 42031 41413 28.7 53.0 0.0 0.542 0.545 492.8
2025-05-17 13:51:01 13:50 05-17-25 0C105000 43.262 0.000 42030 41413 28.6 53.1 0.0 0.541 0.545 492.8
2025-05-17 13:52:00 13:51 05-17-25 0C105000 42.613 0.000 42030 41413 28.6 53.1 0.0 0.541 0.544 492.8
2025-05-17 13:53:01 13:52 05-17-25 0C105000 42.721 0.000 42027 41410 28.6 53.0 0.0 0.543 0.548 492.8
2025-05-17 13:54:01 13:54 05-17-25 0C105000 38.797 0.000 42026 41410 28.6 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:55:00 13:54 05-17-25 0C105000 38.797 0.000 42026 41410 28.6 53.1 0.0 0.538 0.541 492.8
2025-05-17 13:56:01 13:55 05-17-25 0C105000 38.014 0.000 42024 41407 28.6 53.1 0.0 0.543 0.547 492.8
2025-05-17 13:57:00 13:56 05-17-25 0C105000 40.502 0.000 42024 41407 28.6 53.1 0.0 0.542 0.547 492.8
2025-05-17 13:58:01 13:57 05-17-25 0C105000 42.075 0.000 42021 41405 28.6 53.1 0.0 0.545 0.548 492.8
2025-05-17 13:59:01 13:59 05-17-25 0C105000 40.096 0.000 42024 41408 28.6 53.1 0.0 0.541 0.545 492.8
2025-05-17 14:00:00 13:59 05-17-25 0C105000 40.096 0.000 42024 41408 28.6 53.1 0.0 0.541 0.545 492.8
