pcdate pctime time date flags o3 hio3 cellai cellbi bncht lmpt o3lt flowa flowb pres
2025-05-14 12:02:39 12:02 05-14-25 0C105000 31.621 0.000 41563 40967 37.0 53.3 0.0 0.538 0.541 493.4
2025-05-14 12:03:00 12:02 05-14-25 0C105000 31.621 0.000 41563 40967 37.0 53.3 0.0 0.538 0.541 493.4
2025-05-14 12:04:01 12:04 05-14-25 0C105000 31.778 0.000 41563 40968 37.1 53.3 0.0 0.539 0.540 493.4
2025-05-14 12:05:01 12:05 05-14-25 0C105000 30.609 0.000 41565 40970 37.1 53.3 0.0 0.538 0.540 493.7
2025-05-14 12:06:00 12:06 05-14-25 0C105000 30.586 0.000 41569 40973 37.1 53.3 0.0 0.539 0.540 493.7
2025-05-14 12:07:01 12:07 05-14-25 0C105000 29.717 0.000 41571 40976 37.1 53.3 0.0 0.538 0.540 493.7
2025-05-14 12:08:00 12:07 05-14-25 0C105000 29.717 0.000 41571 40976 37.1 53.3 0.0 0.538 0.540 493.7
2025-05-14 12:09:01 12:09 05-14-25 0C105000 32.758 0.000 41564 40970 37.1 53.3 0.0 0.537 0.538 493.4
2025-05-14 12:10:01 12:10 05-14-25 0C105000 32.443 0.000 41565 40971 37.1 53.3 0.0 0.534 0.535 493.4
2025-05-14 12:11:01 12:11 05-14-25 0C105000 31.056 0.000 41567 40971 37.1 53.2 0.0 0.535 0.536 493.4
2025-05-14 12:12:01 12:12 05-14-25 0C105000 30.579 0.000 41565 40969 37.1 53.3 0.0 0.538 0.540 493.4
2025-05-14 12:13:00 12:13 05-14-25 0C105000 29.968 0.000 41456 40862 37.1 53.3 0.0 0.539 0.541 493.4
2025-05-14 12:14:01 12:14 05-14-25 0C105000 28.841 0.000 41421 40829 37.2 53.3 0.0 0.537 0.537 493.4
2025-05-14 12:15:01 12:15 05-14-25 0C105000 27.907 0.000 41402 40810 37.2 53.3 0.0 0.534 0.535 493.4
2025-05-14 12:16:01 12:16 05-14-25 0C105000 27.556 0.000 41385 40795 37.3 53.3 0.0 0.536 0.538 493.4
2025-05-14 12:17:01 12:17 05-14-25 0C105000 31.010 0.000 41372 40784 37.3 53.3 0.0 0.534 0.534 493.4
